"","zSensr","defl"
"507",-4.59376074957163e-08,8.0985440575887e-11
"508",-4.59365274707579e-08,1.08052233827038e-10
"509",-4.59355042892184e-08,4.57700544131967e-11
"510",-4.59344811076789e-08,2.10444994763748e-11
"511",-4.59335147695583e-08,8.54116777304625e-12
"512",-4.59325484314377e-08,-8.91899887278669e-11
"513",-4.5931582093317e-08,-1.3437961854379e-10
"514",-4.59306725986153e-08,-1.90152782408859e-10
"515",-4.59298199473324e-08,-1.62149405014134e-10
"516",-4.59289672960494e-08,-7.73425767874869e-11
"517",-4.59281146447665e-08,-6.09992056865849e-11
"518",-4.59272619934836e-08,-1.82445170082701e-11
"519",-4.59264661856196e-08,8.57149906607901e-11
"520",-4.59257272211744e-08,4.33351132755888e-11
"521",-4.59249314133103e-08,-1.99378291654284e-10
"522",-4.5924249292284e-08,-3.24738458346019e-10
"523",-4.59235103278388e-08,-3.26190185973019e-10
"524",-4.59228282068125e-08,-4.14602574494438e-10
